,step,ms_reward,ms_phase,ms_policy,mn_reward,mn_phase,mn_policy,pg_reward,pg_phase,pg_policy,hn_reward,hn_phase,hn_policy,dz_reward,dz_phase,dz_policy
491,2755,781,1,[0.18083857 0.8191614 ],111,1,[0.31100357 0.6889965 ],117,1,[0.17797606 0.8220239 ],-104,1,[0.59664744 0.2059047  0.1974478 ],-491,1,[0.68702316 0.04809515 0.1225837  0.14229794]
492,2760,785,1,[0.18839177 0.8116082 ],113,1,[0.30713034 0.69286966],126,1,[0.1887941 0.8112059],-93,1,[0.5970471  0.20583974 0.19711313],-486,1,[0.68702316 0.04809515 0.1225837  0.14229794]
493,2765,789,1,[0.17898594 0.8210141 ],117,1,[0.3082162  0.69178385],138,1,[0.18423194 0.81576806],-83,1,[0.5971213  0.20584571 0.19703297],-475,1,[0.68702316 0.04809515 0.1225837  0.14229794]
494,2770,794,1,[0.18002973 0.81997025],123,1,[0.2486363 0.7513637],151,1,[0.1910095 0.8089904],-71,1,[0.5970716  0.20589519 0.19703321],-467,1,[0.68702316 0.04809515 0.1225837  0.14229794]
495,2775,792,1,[0.27642834 0.72357166],130,1,[0.14443624 0.8555637 ],158,1,[0.16088018 0.83911985],-59,1,[0.59520674 0.20763387 0.19715935],-461,1,[0.68702316 0.04809515 0.1225837  0.14229794]
496,2780,793,1,[0.28795245 0.7120476 ],131,1,[0.15499999 0.8450001 ],161,1,[0.1627082 0.8372918],-56,1,[0.5872214  0.21512784 0.19765075],-546,1,[0.6870231  0.04809522 0.12258381 0.14229792]
497,2785,788,2,[0.29007715 0.7099229 ],138,2,[0.19819008 0.80180997],164,2,[0.19460054 0.8053994 ],-63,2,[0.59633666 0.20658007 0.19708334],-547,4,[0.68702316 0.04809517 0.12258375 0.14229794]
498,2790,792,2,[0.24739274 0.7526073 ],139,2,[0.37859505 0.621405  ],166,2,[0.2188286 0.7811714],-64,2,[0.59714055 0.20583118 0.19702831],-545,4,[0.68702316 0.04809515 0.1225837  0.14229794]
499,2795,797,2,[0.2643359  0.73566407],138,2,[0.47217807 0.5278219 ],167,2,[0.21580802 0.78419197],-64,2,[0.59714055 0.20583117 0.19702831],-548,4,[0.68702316 0.04809515 0.1225837  0.14229794]
500,2800,801,2,[0.27137294 0.728627  ],138,2,[0.26811773 0.7318823 ],168,2,[0.25296918 0.74703085],-65,2,[0.59714055 0.20583117 0.1970283 ],-550,4,[0.68702316 0.04809515 0.1225837  0.14229794]
501,2805,808,2,[0.2786541 0.7213459],138,2,[0.37306413 0.6269359 ],167,2,[0.3017439  0.69825613],-66,2,[0.59714097 0.20583124 0.19702773],-553,4,[0.68702316 0.04809515 0.1225837  0.14229794]
502,2810,813,2,[0.3173464  0.68265355],137,2,[0.28080988 0.71919006],166,2,[0.3155787 0.6844213],-67,2,[0.5971446  0.20583205 0.19702338],-555,4,[0.68702316 0.04809515 0.1225837  0.14229794]
503,2815,815,2,[0.30447993 0.6955201 ],137,2,[0.22893463 0.77106535],167,2,[0.32685962 0.67314035],-69,2,[0.59717107 0.20583771 0.19699125],-558,4,[0.68702316 0.04809515 0.1225837  0.14229794]
504,2820,816,2,[0.3671616  0.63283837],136,2,[0.2643909 0.7356092],166,2,[0.3458126  0.65418744],-70,2,[0.5978298  0.2059787  0.19619152],-560,4,[0.68702304 0.04809516 0.12258369 0.14229801]
505,2825,750,1,[0.35537446 0.64462554],16,1,[0.29824606 0.7017539 ],20,1,[0.3621771  0.63782287],-228,1,[0.597866   0.20598644 0.19614765],-629,1,[0.6870231  0.04809516 0.1225837  0.14229795]
506,2830,759,1,[0.29385665 0.7061433 ],31,1,[0.24555644 0.7544435 ],32,1,[0.38846743 0.61153257],-216,1,[0.59714055 0.20583118 0.19702831],-623,1,[0.68702316 0.04809515 0.1225837  0.14229794]
507,2835,764,1,[0.3686559 0.6313441],44,1,[0.15767014 0.84232986],38,1,[0.29012445 0.7098756 ],-206,1,[0.596299   0.20702176 0.1966793 ],-620,1,[0.68702316 0.04809515 0.1225837  0.14229794]
508,2840,763,1,[0.17598736 0.8240127 ],54,1,[0.1650892  0.83491075],44,1,[0.25257316 0.7474268 ],-194,1,[0.5942006  0.20998794 0.19581147],-603,1,[0.68702316 0.04809515 0.1225837  0.14229794]
509,2845,763,1,[0.18125771 0.81874233],60,1,[0.14770839 0.8522915 ],49,1,[0.1720614 0.8279386],-184,1,[0.5913262  0.21404539 0.19462842],-589,1,[0.68702316 0.04809515 0.1225837  0.14229794]
510,2850,762,1,[0.18573424 0.8142657 ],64,1,[0.16467361 0.8353264 ],55,1,[0.28583044 0.7141695 ],-177,1,[0.5907069  0.2148852  0.19440798],-573,1,[0.68702316 0.04809516 0.12258372 0.14229794]
511,2855,766,1,[0.16891654 0.83108354],68,1,[0.16977097 0.8302291 ],61,1,[0.20190723 0.7980928 ],-172,1,[0.5969693  0.20602915 0.19700158],-561,1,[0.68702316 0.04809515 0.1225837  0.14229794]
512,2860,773,1,[0.15765955 0.8423405 ],82,1,[0.17670111 0.8232989 ],69,1,[0.14694586 0.85305417],-166,1,[0.596691   0.20625122 0.19705781],-549,1,[0.68702316 0.04809515 0.1225837  0.14229794]
513,2865,780,1,[0.2125462 0.7874538],89,1,[0.19055365 0.80944633],73,1,[0.14612018 0.85387975],-162,1,[0.5965432  0.20635878 0.19709812],-543,1,[0.68702316 0.04809515 0.1225837  0.14229794]
514,2870,783,1,[0.14295357 0.85704637],98,1,[0.17697498 0.823025  ],82,1,[0.14989361 0.85010636],-152,1,[0.59675336 0.20584612 0.19740048],-537,1,[0.68702316 0.04809515 0.1225837  0.14229794]
515,2875,789,1,[0.14940445 0.85059553],104,1,[0.17112923 0.8288708 ],95,1,[0.15924443 0.8407555 ],-147,1,[0.5967201  0.20597546 0.19730446],-533,1,[0.68702316 0.04809515 0.1225837  0.14229794]
516,2880,790,1,[0.15973277 0.84026724],110,1,[0.16138953 0.8386105 ],107,1,[0.14367625 0.85632384],-139,1,[0.59683776 0.2058671  0.19729522],-529,1,[0.68702316 0.04809515 0.1225837  0.14229794]
517,2885,792,1,[0.16097708 0.8390229 ],115,1,[0.14990546 0.85009456],117,1,[0.1390348 0.8609652],-126,1,[0.5968315  0.20606357 0.19710499],-526,1,[0.68702316 0.04809515 0.1225837  0.14229794]
518,2890,796,1,[0.14919661 0.8508034 ],120,1,[0.13913503 0.86086494],127,1,[0.16135937 0.8386406 ],-114,1,[0.592822   0.20930533 0.19787256],-524,1,[0.68702316 0.04809515 0.1225837  0.14229794]
519,2895,799,1,[0.14393163 0.8560684 ],127,1,[0.14013481 0.85986525],139,1,[0.18214898 0.817851  ],-103,1,[0.5964658  0.20637816 0.19715598],-514,1,[0.68702316 0.04809515 0.1225837  0.14229794]
520,2900,801,1,[0.14964199 0.850358  ],130,1,[0.21699263 0.7830074 ],149,1,[0.17525531 0.8247447 ],-92,1,[0.6056516  0.19931424 0.19503413],-504,1,[0.6937417  0.04528103 0.1207082  0.14026907]
521,2905,805,1,[0.17138647 0.8286135 ],136,1,[0.16344678 0.8365533 ],162,1,[0.13982111 0.8601789 ],-84,1,[0.605678   0.19931318 0.19500875],-495,1,[0.69374174 0.04528102 0.1207082  0.14026907]
522,2910,810,1,[0.137576 0.862424],140,1,[0.13240556 0.8675944 ],172,1,[0.14614625 0.8538537 ],-73,1,[0.60567796 0.1993132  0.19500886],-488,1,[0.69374144 0.04528111 0.12070836 0.14026901]
523,2915,813,1,[0.18441845 0.81558156],141,1,[0.12069739 0.8793027 ],176,1,[0.16059488 0.8394052 ],-70,1,[0.60567206 0.19931409 0.19501394],-581,1,[0.6936979  0.04529919 0.12074247 0.14026041]
524,2920,808,2,[0.19205011 0.8079499 ],148,2,[0.10413374 0.8958663 ],179,2,[0.22944137 0.77055866],-73,2,[0.6056894  0.19930963 0.19500092],-576,4,[0.6935283  0.04536964 0.12087519 0.14022689]
525,2925,815,2,[0.2021019  0.79789805],149,2,[0.30204841 0.69795156],181,2,[0.27578935 0.72421056],-74,2,[0.6056781  0.19931318 0.19500881],-573,4,[0.6937203  0.0452899  0.12072492 0.1402648 ]
526,2930,821,2,[0.16993389 0.8300661 ],148,2,[0.31617993 0.68382007],182,2,[0.22958611 0.77041394],-76,2,[0.6056776  0.1993132  0.19500922],-572,4,[0.69374174 0.04528102 0.1207082  0.14026907]
527,2935,826,2,[0.21629196 0.78370804],148,2,[0.30421373 0.6957863 ],182,2,[0.18138537 0.81861466],-75,2,[0.6056594  0.19931394 0.1950266 ],-566,4,[0.69374156 0.04528104 0.1207082  0.14026923]
528,2940,831,2,[0.23780163 0.76219845],147,2,[0.182173  0.8178269],182,2,[0.17916533 0.8208347 ],-73,2,[0.605265   0.19932975 0.19540516],-566,4,[0.6937176  0.04528274 0.12070719 0.1402925 ]
529,2945,838,2,[0.28038222 0.71961784],147,2,[0.12662123 0.87337875],181,2,[0.16211492 0.8378851 ],-73,2,[0.6044553  0.19936162 0.19618312],-566,4,[0.693444   0.04530216 0.12069575 0.14055811]
530,2950,842,2,[0.32450482 0.67549515],147,2,[0.12936491 0.87063503],181,2,[0.18906188 0.8109381 ],-75,2,[0.6020437  0.19945185 0.19850451],-569,4,[0.69298357 0.04533476 0.12067633 0.14100529]
531,2955,842,2,[0.31713215 0.6828678 ],146,2,[0.14292088 0.85707915],180,2,[0.23942724 0.7605728 ],-76,2,[0.6029126 0.199824  0.1972633],-571,4,[0.69074917 0.04549123 0.12057976 0.14317986]
532,2960,791,1,[0.24397929 0.7560207 ],16,1,[0.1777673 0.8222327],19,1,[0.30663916 0.6933608 ],-241,1,[0.6086106  0.20006406 0.19132535],-660,1,[0.6932038  0.04531918 0.12068564 0.1407914 ]
533,2965,800,1,[0.26449382 0.7355062 ],31,1,[0.17333478 0.8266653 ],29,1,[0.31009227 0.6899078 ],-229,1,[0.605181   0.19933313 0.1954859 ],-659,1,[0.69374174 0.04528102 0.1207082  0.14026907]
534,2970,807,1,[0.3580658 0.6419342],46,1,[0.19090731 0.80909264],36,1,[0.18792982 0.8120702 ],-220,1,[0.60567826 0.19931318 0.19500856],-658,1,[0.69374174 0.04528102 0.1207082  0.14026907]
535,2975,807,1,[0.2024498  0.79755026],59,1,[0.14791442 0.8520856 ],43,1,[0.3163286  0.68367136],-208,1,[0.60567826 0.19931318 0.19500856],-653,1,[0.6937417  0.04528103 0.1207082  0.14026907]
536,2980,807,1,[0.17880291 0.8211971 ],67,1,[0.14623985 0.8537601 ],48,1,[0.19912207 0.80087787],-196,1,[0.6056783  0.19931318 0.19500855],-640,1,[0.6937417  0.04528103 0.12070822 0.14026907]
537,2985,805,1,[0.17288868 0.82711136],70,1,[0.14523697 0.8547631 ],53,1,[0.19120632 0.80879366],-188,1,[0.6056783  0.19931318 0.19500855],-628,1,[0.69374174 0.04528102 0.1207082  0.14026907]
538,2990,807,1,[0.1744821 0.8255179],78,1,[0.13989994 0.86010003],60,1,[0.22721262 0.77278733],-181,1,[0.6056783  0.19931318 0.19500855],-616,1,[0.69374174 0.04528102 0.1207082  0.14026907]
539,2995,809,1,[0.20230642 0.7976936 ],87,1,[0.13741674 0.8625832 ],69,1,[0.22187492 0.7781251 ],-176,1,[0.6056783  0.19931318 0.19500855],-601,1,[0.69374174 0.04528102 0.1207082  0.14026907]
540,3000,814,1,[0.2798947 0.7201053],96,1,[0.15304784 0.84695214],83,1,[0.15130204 0.84869796],-171,1,[0.60567826 0.19931318 0.19500855],-590,1,[0.69374174 0.04528102 0.1207082  0.14026907]
541,3005,825,1,[0.3570037 0.6429963],108,1,[0.1346239 0.8653761],95,1,[0.14408359 0.8559164 ],-161,1,[0.6056758  0.19931327 0.19501092],-585,1,[0.69374174 0.04528102 0.1207082  0.14026907]
542,3010,834,1,[0.39406425 0.60593575],110,1,[0.16290255 0.83709747],103,1,[0.14986233 0.8501377 ],-148,1,[0.6055788  0.1993172  0.19510403],-581,1,[0.6937417  0.04528103 0.1207082  0.14026907]
543,3015,838,1,[0.21114239 0.78885764],112,1,[0.15780029 0.8421997 ],113,1,[0.15491188 0.84508806],-138,1,[0.6055902  0.19931674 0.19509307],-575,1,[0.6937417  0.04528103 0.1207082  0.14026907]
544,3020,840,1,[0.16389161 0.8361083 ],121,1,[0.12909895 0.87090105],119,1,[0.18197463 0.81802535],-127,1,[0.6056746  0.19931333 0.19501206],-566,1,[0.69374174 0.04528102 0.1207082  0.14026907]
545,3025,843,1,[0.15263715 0.8473628 ],127,1,[0.16911376 0.8308862 ],131,1,[0.16870837 0.8312916 ],-120,1,[0.6056782  0.19931316 0.19500862],-558,1,[0.6937417  0.04528103 0.1207082  0.14026907]
546,3030,847,1,[0.15597655 0.84402347],129,1,[0.23439339 0.76560664],142,1,[0.16543642 0.83456355],-112,1,[0.60567784 0.19931316 0.19500892],-548,1,[0.69374174 0.04528102 0.1207082  0.14026907]
547,3035,849,1,[0.1607094 0.8392906],132,1,[0.21923655 0.7807634 ],152,1,[0.15840818 0.84159184],-104,1,[0.6056741  0.19931333 0.1950126 ],-544,1,[0.6937416  0.04528104 0.12070823 0.14026906]
548,3040,855,1,[0.16706574 0.8329343 ],136,1,[0.18427633 0.8157237 ],162,1,[0.25025043 0.74974954],-90,1,[0.6055774  0.19931723 0.1951053 ],-539,1,[0.6934659  0.04539557 0.12092402 0.14021458]
549,3045,855,1,[0.27224085 0.7277592 ],142,1,[0.09793504 0.902065  ],173,1,[0.16420828 0.83579177],-79,1,[0.60567236 0.19931346 0.19501416],-536,1,[0.6826593  0.04993387 0.12932941 0.13807741]
550,3050,855,1,[0.21041521 0.7895848 ],144,1,[0.1473539 0.8526461],174,1,[0.1604843 0.8395157],-77,1,[0.60567796 0.19931346 0.19500853],-615,1,[0.6838872  0.04941325 0.1283792  0.13832045]
551,3055,849,2,[0.22897926 0.7710207 ],149,2,[0.14864294 0.85135704],179,2,[0.24417987 0.75582016],-82,2,[0.6056783  0.19931318 0.19500855],-615,4,[0.69356936 0.04535256 0.12084304 0.14023499]
552,3060,853,2,[0.2963113  0.70368874],149,2,[0.44885182 0.5511481 ],181,2,[0.2975455 0.7024545],-81,2,[0.6056783  0.19931318 0.19500855],-610,4,[0.69373924 0.04528204 0.12071013 0.14026856]
553,3065,860,2,[0.20993598 0.7900641 ],148,2,[0.38824248 0.61175746],182,2,[0.24755518 0.75244486],-81,2,[0.6056783  0.19931318 0.19500855],-611,4,[0.69374126 0.04528118 0.12070849 0.14026898]
554,3070,864,2,[0.20994183 0.7900582 ],148,2,[0.33153418 0.6684658 ],184,2,[0.29220936 0.70779055],-82,2,[0.6056783  0.19931318 0.19500855],-613,4,[0.6937385  0.04528235 0.12071072 0.14026843]
555,3075,868,2,[0.22706546 0.77293456],147,2,[0.21368273 0.7863173 ],183,2,[0.3112879 0.6887121],-83,2,[0.6056783  0.19931318 0.19500855],-616,4,[0.6937397  0.04528188 0.12070983 0.14026867]
556,3080,874,2,[0.29083416 0.7091659 ],147,2,[0.20010237 0.7998976 ],183,2,[0.33129376 0.6687063 ],-84,2,[0.60567826 0.19931316 0.19500855],-618,4,[0.69374156 0.04528106 0.12070828 0.14026904]
557,3085,880,2,[0.22851376 0.7714863 ],147,2,[0.18154119 0.81845886],183,2,[0.32199994 0.6780001 ],-85,2,[0.60567826 0.19931316 0.19500855],-621,4,[0.6937417  0.04528103 0.12070822 0.14026907]
558,3090,880,2,[0.28812388 0.71187603],146,2,[0.13125381 0.86874616],182,2,[0.34669846 0.6533016 ],-87,2,[0.60567826 0.19931316 0.19500855],-623,4,[0.6937417  0.04528103 0.1207082  0.14026907]
559,3095,829,1,[0.1999696  0.80003035],15,1,[0.12749678 0.8725032 ],19,1,[0.47133735 0.5286627 ],-258,1,[0.60567826 0.19931316 0.19500855],-695,1,[0.69374174 0.04528102 0.1207082  0.14026907]
560,3100,839,1,[0.3096603  0.69033974],29,1,[0.13149096 0.868509  ],31,1,[0.28561813 0.7143819 ],-245,1,[0.6157489  0.19342047 0.19083063],-688,1,[0.6977629  0.04365113 0.11956041 0.13902561]
561,3105,845,1,[0.30566436 0.69433564],44,1,[0.14334154 0.85665846],35,1,[0.27081332 0.72918665],-235,1,[0.6157489  0.19342047 0.19083063],-685,1,[0.6977629  0.04365113 0.11956041 0.13902561]
562,3110,849,1,[0.19907498 0.800925  ],54,1,[0.13054132 0.8694587 ],41,1,[0.3364505  0.66354954],-222,1,[0.6157489  0.19342047 0.19083063],-669,1,[0.6977629  0.04365113 0.11956041 0.13902561]
563,3115,850,1,[0.17864676 0.82135326],59,1,[0.1518155  0.84818447],47,1,[0.2244773 0.7755227],-212,1,[0.6157489  0.19342047 0.19083063],-655,1,[0.6977629  0.04365113 0.11956041 0.13902561]
564,3120,850,1,[0.15124424 0.8487558 ],65,1,[0.12951824 0.8704817 ],52,1,[0.316052   0.68394804],-207,1,[0.6157428  0.19342603 0.19083112],-644,1,[0.6977629  0.04365113 0.11956041 0.13902561]
565,3125,852,1,[0.19560975 0.80439025],70,1,[0.15392995 0.84607   ],57,1,[0.34454733 0.65545267],-201,1,[0.6157389  0.19342956 0.19083145],-636,1,[0.6977629  0.04365113 0.11956041 0.13902561]
566,3130,859,1,[0.17242244 0.8275776 ],79,1,[0.16399595 0.8360041 ],65,1,[0.21675362 0.7832464 ],-196,1,[0.61573887 0.19342963 0.19083147],-627,1,[0.6977629  0.04365113 0.11956041 0.13902561]
567,3135,871,1,[0.2282847 0.7717152],92,1,[0.1502743 0.8497257],73,1,[0.15522553 0.8447745 ],-190,1,[0.61573833 0.19343017 0.1908315 ],-622,1,[0.6977629  0.04365113 0.11956041 0.13902561]
568,3140,878,1,[0.14571467 0.85428536],103,1,[0.16203387 0.8379661 ],83,1,[0.19563709 0.80436295],-181,1,[0.6157436  0.19342537 0.19083108],-618,1,[0.6977629  0.04365113 0.11956041 0.13902561]
569,3145,877,1,[0.15325932 0.84674066],108,1,[0.23679464 0.76320535],96,1,[0.16448538 0.83551455],-175,1,[0.6157445  0.19342463 0.19083102],-617,1,[0.6977629  0.04365113 0.11956041 0.13902561]
570,3150,877,1,[0.1903352 0.8096648],112,1,[0.21483584 0.7851641 ],106,1,[0.21716858 0.7828314 ],-166,1,[0.6157456  0.19342336 0.190831  ],-611,1,[0.6977629  0.04365113 0.11956041 0.13902561]
571,3155,877,1,[0.13671975 0.86328024],116,1,[0.20883684 0.79116315],115,1,[0.21503496 0.78496504],-155,1,[0.6157334  0.19343309 0.19083355],-606,1,[0.6977629  0.04365113 0.11956041 0.13902561]
572,3160,881,1,[0.13623343 0.86376655],120,1,[0.234077 0.765923],127,1,[0.22046834 0.77953166],-144,1,[0.61100477 0.1972696  0.19172561],-605,1,[0.6977629  0.04365113 0.11956041 0.13902561]
573,3165,884,1,[0.14305986 0.8569402 ],124,1,[0.20787558 0.79212445],140,1,[0.25181293 0.74818707],-132,1,[0.6073125  0.2002832  0.19240431],-601,1,[0.6977629  0.04365113 0.11956041 0.13902561]
574,3170,886,1,[0.14917035 0.85082966],127,1,[0.27268016 0.7273199 ],150,1,[0.21144858 0.7885514 ],-123,1,[0.6157396  0.19342858 0.19083193],-594,1,[0.6977629  0.04365113 0.11956041 0.13902561]
575,3175,892,1,[0.13412993 0.86587006],130,1,[0.13165969 0.86834025],159,1,[0.26848307 0.7315169 ],-111,1,[0.6157434  0.19342962 0.190827  ],-587,1,[0.6977629  0.04365113 0.11956041 0.13902561]
576,3180,901,1,[0.15022317 0.84977686],137,1,[0.1212744 0.8787256],168,1,[0.22956702 0.77043295],-103,1,[0.6129351  0.19653168 0.19053318],-581,1,[0.6977629  0.04365113 0.11956042 0.13902561]
577,3185,901,1,[0.1369977  0.86300224],138,1,[0.14728427 0.85271573],170,1,[0.23012106 0.76987886],-101,1,[0.6095456  0.19926219 0.19119218],-648,1,[0.69776267 0.04365116 0.11956051 0.1390256 ]
578,3190,893,2,[0.22373322 0.77626675],146,2,[0.14027928 0.8597207 ],174,2,[0.22458562 0.7754144 ],-108,2,[0.60938317 0.19935961 0.19125724],-647,4,[0.6977629  0.04365113 0.11956042 0.13902561]
579,3195,899,2,[0.2147249 0.7852751],147,2,[0.36880782 0.63119215],176,2,[0.45369363 0.5463064 ],-109,2,[0.6092226  0.19941586 0.19136158],-646,4,[0.6977629  0.04365113 0.11956041 0.13902561]
580,3200,904,2,[0.18273105 0.81726897],146,2,[0.33460096 0.6653991 ],177,2,[0.41239643 0.5876035 ],-110,2,[0.60936147 0.19928788 0.19135065],-646,4,[0.6977629  0.04365113 0.11956041 0.13902561]
581,3205,907,2,[0.20426841 0.7957316 ],146,2,[0.30413818 0.69586176],177,2,[0.32051688 0.67948306],-111,2,[0.6157437  0.19342524 0.19083105],-645,4,[0.6977629  0.04365113 0.11956041 0.13902561]
582,3210,915,2,[0.2021049  0.79789513],145,2,[0.28055385 0.7194462 ],177,2,[0.45350114 0.5464989 ],-113,2,[0.6157489  0.19342047 0.19083063],-646,4,[0.6977629  0.04365113 0.11956041 0.13902561]
583,3215,918,2,[0.2433312  0.75666887],145,2,[0.19731891 0.8026811 ],176,2,[0.3816909  0.61830914],-114,2,[0.6157489  0.19342047 0.19083063],-645,4,[0.6977629  0.04365113 0.11956041 0.13902561]
584,3220,922,2,[0.2929769 0.7070232],144,2,[0.22508222 0.7749178 ],176,2,[0.3218841  0.67811584],-115,2,[0.6157489  0.19342047 0.19083063],-645,4,[0.6977629  0.04365113 0.11956041 0.13902561]
585,3225,922,2,[0.20400897 0.795991  ],143,2,[0.16103303 0.838967  ],175,2,[0.43871498 0.561285  ],-116,2,[0.6157489  0.19342047 0.19083063],-646,4,[0.6977629  0.04365113 0.11956041 0.13902561]
586,3230,863,1,[0.1890349  0.81096506],14,1,[0.21679166 0.7832084 ],17,1,[0.42090073 0.5790993 ],-279,1,[0.6157489  0.19342047 0.19083063],-727,1,[0.6977629  0.04365113 0.11956041 0.13902561]
587,3235,872,1,[0.43662047 0.56337947],28,1,[0.10808417 0.8919158 ],25,1,[0.36650455 0.6334954 ],-269,1,[0.6157489  0.19342047 0.19083063],-719,1,[0.6977629  0.04365113 0.11956041 0.13902561]
588,3240,881,1,[0.3168096 0.6831904],39,1,[0.1804842 0.8195158],28,1,[0.22796142 0.7720385 ],-260,1,[0.61568606 0.19347794 0.19083601],-713,1,[0.6977629  0.04365113 0.11956041 0.13902561]
589,3245,880,1,[0.2579361 0.7420639],44,1,[0.13619135 0.86380863],34,1,[0.20559935 0.79440063],-247,1,[0.61548096 0.19366547 0.19085357],-706,1,[0.6977629  0.04365113 0.11956041 0.13902561]
590,3250,880,1,[0.26578113 0.73421884],49,1,[0.16014391 0.8398561 ],40,1,[0.21845627 0.7815438 ],-237,1,[0.6152563  0.19387108 0.19087268],-698,1,[0.6977629  0.04365113 0.11956041 0.13902561]
591,3255,879,1,[0.22359824 0.77640176],55,1,[0.16224505 0.83775496],46,1,[0.2572021  0.74279785],-230,1,[0.5777287  0.22914518 0.1931261 ],-690,1,[0.6977629  0.04365113 0.11956041 0.13902561]
592,3260,881,1,[0.22311306 0.776887  ],60,1,[0.14125094 0.8587491 ],52,1,[0.26726833 0.73273164],-226,1,[0.55606526 0.25047585 0.19345887],-683,1,[0.6977629  0.04365113 0.11956041 0.13902561]
593,3265,887,1,[0.25080988 0.74919015],66,1,[0.16174461 0.8382554 ],63,1,[0.3158406  0.68415934],-222,1,[0.5553394  0.25129044 0.19337015],-678,1,[0.6977629  0.04365113 0.11956041 0.13902561]
594,3270,892,1,[0.1995442 0.8004558],75,1,[0.14950444 0.8504956 ],71,1,[0.27737984 0.7226201 ],-219,1,[0.5551864  0.25353238 0.19128118],-677,1,[0.6977629  0.04365113 0.11956041 0.13902561]
595,3275,895,1,[0.18430531 0.81569475],83,1,[0.11695705 0.883043  ],79,1,[0.28114122 0.7188588 ],-213,1,[0.5539019  0.25435683 0.19174124],-675,1,[0.6977629  0.04365113 0.11956041 0.13902561]
596,3280,898,1,[0.12388504 0.87611496],92,1,[0.14857706 0.85142297],86,1,[0.21875393 0.78124607],-206,1,[0.53967917 0.2656317  0.19468918],-674,1,[0.6977629  0.04365113 0.11956042 0.13902561]
597,3285,900,1,[0.17091331 0.8290867 ],97,1,[0.1861503  0.81384975],94,1,[0.18357776 0.8164222 ],-202,1,[0.536455   0.2683675  0.19517753],-670,1,[0.6977629  0.04365113 0.11956042 0.13902561]
598,3290,901,1,[0.14755988 0.85244006],100,1,[0.1830441 0.8169559],101,1,[0.19145831 0.8085417 ],-197,1,[0.54505205 0.26056826 0.19437976],-665,1,[0.6977629  0.04365113 0.11956041 0.13902561]
599,3295,904,1,[0.15721108 0.8427889 ],105,1,[0.18236527 0.81763476],107,1,[0.15409224 0.84590775],-193,1,[0.55039465 0.255794   0.1938114 ],-657,1,[0.6977629  0.04365113 0.11956041 0.13902561]
600,3300,906,1,[0.15566184 0.8443382 ],108,1,[0.1909302 0.8090698],113,1,[0.18902062 0.8109793 ],-181,1,[0.55699474 0.25114    0.19186528],-653,1,[0.69947445 0.04297171 0.1190654  0.13848852]
601,3305,909,1,[0.14454886 0.85545117],111,1,[0.24406761 0.75593245],120,1,[0.20053157 0.79946846],-173,1,[0.56595546 0.24759293 0.1864516 ],-648,1,[0.6994744  0.04297172 0.11906542 0.1384885 ]
602,3310,913,1,[0.16872698 0.831273  ],116,1,[0.21981747 0.7801825 ],127,1,[0.17902648 0.8209735 ],-164,1,[0.55777174 0.25083467 0.19139357],-644,1,[0.69947445 0.04297171 0.1190654  0.13848852]
603,3315,917,1,[0.1529722  0.84702784],119,1,[0.19124451 0.8087555 ],132,1,[0.20185964 0.79814035],-158,1,[0.55603796 0.25151536 0.19244671],-635,1,[0.69947445 0.04297171 0.1190654  0.13848852]
604,3320,919,1,[0.17034027 0.8296597 ],118,1,[0.18296212 0.8170379 ],133,1,[0.23232818 0.7676718 ],-157,1,[0.55661327 0.25128978 0.19209705],-681,1,[0.69947445 0.04297171 0.1190654  0.13848852]
605,3325,910,2,[0.226306 0.773694],128,2,[0.1213479  0.87865216],139,2,[0.23999609 0.76000386],-159,2,[0.55850524 0.25054607 0.19094868],-680,4,[0.69947445 0.04297171 0.1190654  0.13848852]
606,3330,917,2,[0.26317546 0.7368245 ],129,2,[0.33419773 0.6658023 ],141,2,[0.53985786 0.46014223],-161,2,[0.55524623 0.25182542 0.1929283 ],-677,4,[0.69947445 0.04297171 0.1190654  0.13848852]
607,3335,923,2,[0.21740939 0.7825906 ],129,2,[0.33053213 0.6694678 ],143,2,[0.5343955  0.46560457],-162,2,[0.55724114 0.24966983 0.19308904],-678,4,[0.69947445 0.04297171 0.1190654  0.13848852]
608,3340,927,2,[0.1957543  0.80424577],129,2,[0.27066085 0.7293391 ],145,2,[0.35548562 0.6445144 ],-163,2,[0.6199303  0.19023228 0.1898374 ],-678,4,[0.69947445 0.04297171 0.1190654  0.13848852]
609,3345,927,2,[0.18714933 0.81285065],128,2,[0.2688858 0.7311142],144,2,[0.5562045 0.4437955],-164,2,[0.61993045 0.19023219 0.18983737],-679,4,[0.69947445 0.04297171 0.1190654  0.13848852]
610,3350,879,1,[0.19942313 0.80057687],15,1,[0.27136064 0.72863936],18,1,[0.561835   0.43816504],-296,1,[0.61993045 0.19023219 0.18983737],-756,1,[0.69947445 0.04297171 0.1190654  0.13848852]
611,3355,885,1,[0.2586925  0.74130756],22,1,[0.16114235 0.8388576 ],28,1,[0.47295874 0.52704126],-285,1,[0.61993045 0.19023219 0.18983737],-751,1,[0.69947445 0.04297171 0.1190654  0.13848852]
612,3360,886,1,[0.2482684 0.7517316],24,1,[0.15586163 0.8441383 ],33,1,[0.3295883 0.6704117],-277,1,[0.6199305  0.19023219 0.18983737],-744,1,[0.69947445 0.04297171 0.1190654  0.13848852]
